county,n_features,elapsed_s,output_path
Glenn,750,0.03,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Glenn\Glenn_waterbodies.shp
Gloucester,0,0.01,
Gloucester,0,0.01,
Glynn,0,0.01,
Gogebic,0,0.01,
Golden Valley,0,0.01,
Golden Valley,0,0.01,
Goliad,0,0.01,
Gonzales,0,0.01,
Goochland,0,0.01,
Goodhue,0,0.01,
Gooding,0,0.01,
Gordon,0,0.01,
Goshen,0,0.01,
Gosper,0,0.01,
Gove,0,0.01,
Grady,0,0.01,
Grady,0,0.01,
Grafton,0,0.01,
Graham,0,0.01,
Graham,0,0.01,
Graham,0,0.01,
Grainger,0,0.01,
Grand,0,0.01,
Grand,0,0.01,
Grand Forks,0,0.01,
Grand Isle,0,0.01,
Grand Traverse,0,0.01,
Granite,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Grant,0,0.01,
Granville,0,0.01,
Gratiot,0,0.01,
Graves,0,0.01,
Gray,0,0.01,
Gray,0,0.01,
Grays Harbor,0,0.01,
Grayson,0,0.01,
Grayson,0,0.01,
Grayson,0,0.01,
Greeley,0,0.01,
Greeley,0,0.01,
Green,0,0.01,
Green,0,0.01,
Green Lake,0,0.01,
Greenbrier,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greene,0,0.01,
Greenlee,0,0.01,
Greensville,0,0.01,
Greenup,0,0.01,
Greenville,0,0.01,
Greenwood,0,0.01,
Greenwood,0,0.01,
Greer,0,0.01,
Gregg,0,0.01,
Gregory,0,0.01,
Grenada,0,0.01,
Griggs,0,0.01,
Grimes,0,0.01,
Grundy,0,0.01,
Grundy,0,0.01,
Grundy,0,0.01,
Grundy,0,0.01,
Guadalupe,0,0.01,
Guadalupe,0,0.02,
Guayama,0,0.01,
Guayanilla,0,0.01,
Guaynabo,0,0.01,
Guernsey,0,0.01,
Guilford,0,0.01,
Gulf,0,0.01,
Gunnison,0,0.01,
Gurabo,0,0.01,
Guthrie,0,0.01,
Guánica,0,0.01,
Gwinnett,0,0.01,
Haakon,0,0.01,
Habersham,0,0.01,
Haines,0,0.01,
Hale,0,0.01,
Hale,0,0.01,
Halifax,0,0.01,
Halifax,0,0.01,
Hall,0,0.01,
Hall,0,0.01,
Hall,0,0.01,
Hamblen,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamilton,0,0.01,
Hamlin,0,0.01,
Hampden,0,0.01,
Hampshire,0,0.01,
Hampshire,0,0.01,
Hampton,0,0.01,
Hampton,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hancock,0,0.01,
Hand,0,0.01,
Hanover,0,0.01,
Hansford,0,0.01,
Hanson,0,0.01,
Haralson,0,0.01,
Hardee,0,0.01,
Hardeman,0,0.01,
Hardeman,0,0.01,
Hardin,0,0.01,
Hardin,0,0.01,
Hardin,0,0.01,
Hardin,0,0.01,
Hardin,0,0.01,
Hardin,0,0.01,
Harding,0,0.01,
Harding,0,0.01,
Hardy,0,0.01,
Harford,0,0.01,
Harlan,0,0.01,
Harlan,0,0.01,
Harmon,0,0.01,
Harnett,0,0.01,
Harney,0,0.01,
Harper,0,0.01,
Harper,0,0.01,
Harris,0,0.01,
Harris,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrison,0,0.01,
Harrisonburg,0,0.01,
Hart,0,0.01,
Hart,0,0.01,
Hartford,0,0.01,
Hartley,0,0.01,
Harvey,0,0.01,
Haskell,0,0.01,
Haskell,0,0.01,
Haskell,0,0.01,
Hatillo,0,0.01,
Hawaii,0,0.01,
Hawkins,0,0.01,
Hayes,0,0.01,
Hays,0,0.01,
Haywood,0,0.01,
Haywood,0,0.01,
Heard,0,0.01,
Hemphill,0,0.01,
Hempstead,0,0.01,
Henderson,0,0.01,
Henderson,0,0.01,
Henderson,0,0.01,
Henderson,0,0.01,
Henderson,0,0.01,
Hendricks,0,0.01,
Hendry,0,0.01,
Hennepin,0,0.01,
Henrico,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Henry,0,0.01,
Herkimer,0,0.01,
Hernando,0,0.01,
Hertford,0,0.01,
Hettinger,0,0.01,
Hickman,0,0.01,
Hickman,0,0.01,
Hickory,0,0.01,
Hidalgo,0,0.01,
Hidalgo,0,0.01,
Highland,0,0.01,
Highland,0,0.01,
Highlands,0,0.01,
Hill,0,0.01,
Hill,0,0.01,
Hillsborough,0,0.01,
Hillsborough,0,0.01,
Hillsdale,0,0.01,
Hinds,0,0.01,
Hinsdale,0,0.01,
Hitchcock,0,0.01,
Hocking,0,0.01,
Hockley,0,0.01,
Hodgeman,0,0.01,
Hoke,0,0.01,
Holmes,0,0.01,
Holmes,0,0.01,
Holmes,0,0.01,
Holt,0,0.01,
Holt,0,0.01,
Honolulu,0,0.01,
Hood,0,0.01,
Hood River,0,0.01,
Hooker,0,0.01,
Hoonah-Angoon,0,0.01,
Hopewell,0,0.01,
Hopkins,0,0.01,
Hopkins,0,0.01,
Hormigueros,0,0.01,
Horry,0,0.01,
Hot Spring,0,0.01,
Hot Springs,0,0.01,
Houghton,0,0.01,
Houston,0,0.01,
Houston,0,0.01,
Houston,0,0.01,
Houston,0,0.01,
Houston,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howard,0,0.01,
Howell,0,0.01,
Hubbard,0,0.01,
Hudson,0,0.01,
Hudspeth,0,0.01,
Huerfano,0,0.01,
Hughes,0,0.01,
Hughes,0,0.01,
Humacao,0,0.01,
Humboldt,0,0.01,
Humboldt,0,0.01,
Humboldt,1306,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Humboldt\Humboldt_waterbodies.shp
Humphreys,0,0.01,
Humphreys,0,0.01,
Hunt,0,0.01,
Hunterdon,0,0.01,
Huntingdon,0,0.01,
Huntington,0,0.01,
Huron,0,0.01,
Huron,0,0.01,
Hutchinson,0,0.01,
Hutchinson,0,0.01,
Hyde,0,0.01,
Hyde,0,0.01,
Iberia,0,0.01,
Iberville,0,0.01,
Ida,0,0.01,
Idaho,0,0.01,
Imperial,2042,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Imperial\Imperial_waterbodies.shp
Independence,0,0.01,
Indian River,0,0.01,
Indiana,0,0.01,
Ingham,0,0.01,
Inyo,1491,0.06,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Inyo\Inyo_waterbodies.shp
Ionia,0,0.01,
Iosco,0,0.01,
Iowa,0,0.01,
Iowa,0,0.01,
Iredell,0,0.01,
Irion,0,0.01,
Iron,0,0.01,
Iron,0,0.01,
Iron,0,0.01,
Iron,0,0.01,
Iroquois,0,0.02,
Irwin,0,0.01,
Isabela,0,0.01,
Isabella,0,0.01,
Isanti,0,0.01,
Island,0,0.01,
Isle of Wight,0,0.01,
Issaquena,0,0.01,
Itasca,0,0.01,
Itawamba,0,0.01,
Izard,0,0.01,
Jack,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
Jackson,0,0.01,
James City,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jasper,0,0.01,
Jay,0,0.01,
Jayuya,0,0.01,
Jeff Davis,0,0.01,
Jeff Davis,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.01,
Jefferson,0,0.02,
Jefferson,0,0.02,
Jefferson Davis,0,0.01,
Jefferson Davis,0,0.01,
Jenkins,0,0.01,
Jennings,0,0.01,
Jerauld,0,0.01,
Jerome,0,0.01,
Jersey,0,0.01,
Jessamine,0,0.01,
Jewell,0,0.01,
Jim Hogg,0,0.01,
Jim Wells,0,0.01,
Jo Daviess,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnson,0,0.01,
Johnston,0,0.01,
Johnston,0,0.01,
Jones,0,0.01,
Jones,0,0.01,
Jones,0,0.01,
Jones,0,0.01,
Jones,0,0.01,
Jones,0,0.01,
Josephine,0,0.01,
Juab,0,0.01,
Juana Daz,0,0.01,
Judith Basin,0,0.01,
Juncos,0,0.01,
Juneau,0,0.01,
Juneau,0,0.01,
Juniata,0,0.01,
Kalamazoo,0,0.01,
Kalawao,0,0.01,
Kalkaska,0,0.01,
Kanabec,0,0.01,
Kanawha,0,0.01,
Kandiyohi,0,0.01,
Kane,0,0.01,
Kane,0,0.02,
Kankakee,0,0.01,
Karnes,0,0.01,
Kauai,0,0.01,
Kaufman,0,0.01,
Kay,0,0.01,
Kearney,0,0.01,
Kearny,0,0.01,
Keith,0,0.01,
Kemper,0,0.01,
Kenai Peninsula,0,0.01,
Kendall,0,0.01,
Kendall,0,0.01,
Kenedy,0,0.01,
Kennebec,0,0.01,
Kenosha,0,0.01,
Kent,0,0.01,
Kent,0,0.01,
Kent,0,0.01,
Kent,0,0.01,
Kent,0,0.01,
Kenton,0,0.01,
Keokuk,0,0.01,
Kern,6285,0.10,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Kern\Kern_waterbodies.shp
Kerr,0,0.01,
Kershaw,0,0.01,
Ketchikan Gateway,0,0.01,
Kewaunee,0,0.01,
Keweenaw,0,0.01,
Keya Paha,0,0.01,
Kidder,0,0.01,
Kimball,0,0.01,
Kimble,0,0.01,
King,0,0.01,
King,0,0.01,
King George,0,0.01,
King William,0,0.01,
King and Queen,0,0.01,
Kingfisher,0,0.01,
Kingman,0,0.01,
Kings,0,0.01,
Kings,755,0.03,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Kings\Kings_waterbodies.shp
Kingsbury,0,0.01,
Kinney,0,0.01,
Kiowa,0,0.01,
Kiowa,0,0.01,
Kiowa,0,0.01,
Kit Carson,0,0.01,
Kitsap,0,0.01,
Kittitas,0,0.01,
Kittson,0,0.01,
Klamath,18,0.01,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Klamath\Klamath_waterbodies.shp
Kleberg,0,0.01,
Klickitat,0,0.01,
Knott,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Knox,0,0.01,
Kodiak Island,0,0.01,
Koochiching,0,0.01,
Kootenai,0,0.01,
Kosciusko,0,0.01,
Kossuth,0,0.01,
Kusilvak,0,0.01,
La Crosse,0,0.01,
La Paz,22,0.02,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\La_Paz\La_Paz_waterbodies.shp
La Plata,0,0.01,
La Salle,0,0.01,
La Salle,0,0.01,
La Salle,0,0.01,
LaGrange,0,0.01,
LaMoure,0,0.01,
LaPorte,0,0.01,
Labette,0,0.01,
Lac qui Parle,0,0.01,
Lackawanna,0,0.01,
Laclede,0,0.01,
Lafayette,0,0.01,
Lafayette,0,0.01,
Lafayette,0,0.01,
Lafayette,0,0.01,
Lafayette,0,0.01,
Lafayette,0,0.01,
Lafourche,0,0.01,
Lajas,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,0,0.01,
Lake,5,0.01,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Lake\Lake_waterbodies.shp
Lake,951,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Lake\Lake_waterbodies.shp
Lake and Peninsula,0,0.01,
Lake of the Woods,0,0.01,
Lamar,0,0.01,
Lamar,0,0.01,
Lamar,0,0.01,
Lamar,0,0.01,
Lamb,0,0.01,
Lamoille,0,0.01,
Lampasas,0,0.01,
Lancaster,0,0.01,
Lancaster,0,0.01,
Lancaster,0,0.01,
Lancaster,0,0.01,
Lander,0,0.01,
Lane,0,0.01,
Lane,0,0.01,
Langlade,0,0.01,
Lanier,0,0.01,
Lapeer,0,0.01,
Laramie,0,0.01,
Lares,0,0.01,
Larimer,0,0.01,
Larue,0,0.01,
Las Animas,0,0.01,
Las Maras,0,0.01,
Las Piedras,0,0.01,
Lassen,3471,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Lassen\Lassen_waterbodies.shp
Latah,0,0.01,
Latimer,0,0.01,
Lauderdale,0,0.01,
Lauderdale,0,0.01,
Lauderdale,0,0.01,
Laurel,0,0.01,
Laurens,0,0.01,
Laurens,0,0.01,
Lavaca,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Lawrence,0,0.01,
Le Flore,0,0.01,
Le Sueur,0,0.01,
Lea,0,0.01,
Leake,0,0.01,
Leavenworth,0,0.01,
Lebanon,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Lee,0,0.01,
Leelanau,0,0.01,
Leflore,0,0.01,
Lehigh,0,0.01,
Lemhi,0,0.01,
Lenawee,0,0.01,
Lenoir,0,0.01,
Leon,0,0.01,
Leon,0,0.01,
Leslie,0,0.01,
Letcher,0,0.01,
Levy,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis,0,0.01,
Lewis and Clark,0,0.01,
Lexington,0,0.01,
Lexington,0,0.01,
Liberty,0,0.01,
Liberty,0,0.01,
Liberty,0,0.01,
Liberty,0,0.01,
Licking,0,0.01,
Limestone,0,0.01,
Limestone,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Lincoln,0,0.01,
Linn,0,0.01,
Linn,0,0.01,
Linn,0,0.01,
Linn,0,0.01,
Lipscomb,0,0.01,
Litchfield,0,0.01,
Little River,0,0.01,
Live Oak,0,0.01,
Livingston,0,0.01,
Livingston,0,0.01,
Livingston,0,0.01,
Livingston,0,0.01,
Livingston,0,0.01,
Livingston,0,0.01,
Llano,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Logan,0,0.01,
Long,0,0.01,
Lonoke,0,0.01,
Lorain,0,0.01,
Los Alamos,0,0.01,
Los Angeles,2220,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Los_Angeles\Los_Angeles_waterbodies.shp
Loudon,0,0.01,
Loudoun,0,0.01,
Louisa,0,0.01,
Louisa,0,0.01,
Loup,0,0.01,
Love,0,0.01,
Loving,0,0.01,
Lowndes,0,0.01,
Lowndes,0,0.01,
Lowndes,0,0.01,
Loíza,0,0.01,
Lubbock,0,0.01,
Lucas,0,0.01,
Lucas,0,0.01,
Luce,0,0.01,
Lumpkin,0,0.01,
Luna,0,0.01,
Lunenburg,0,0.01,
Luquillo,0,0.01,
Luzerne,0,0.01,
Lycoming,0,0.01,
Lyman,0,0.01,
Lynchburg,0,0.01,
Lynn,0,0.01,
Lyon,0,0.01,
Lyon,0,0.01,
Lyon,0,0.01,
Lyon,0,0.01,
Lyon,0,0.01,
Mackinac,0,0.01,
Macomb,0,0.01,
Macon,0,0.01,
Macon,0,0.01,
Macon,0,0.01,
Macon,0,0.01,
Macon,0,0.01,
Macon,0,0.01,
Macoupin,0,0.01,
Madera,3079,0.09,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Madera\Madera_waterbodies.shp
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Madison,0,0.01,
Magoffin,0,0.01,
Mahaska,0,0.01,
Mahnomen,0,0.01,
Mahoning,0,0.01,
Major,0,0.01,
Malheur,0,0.01,
Manassas,0,0.01,
Manassas Park,0,0.01,
Manatee,0,0.01,
Manatí,0,0.01,
Manistee,0,0.01,
Manitowoc,0,0.01,
Marathon,0,0.01,
Marengo,0,0.01,
Maricao,0,0.01,
Maricopa,0,0.01,
Maries,0,0.02,
Marin,1165,0.09,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Marin\Marin_waterbodies.shp
Marinette,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Marion,0,0.01,
Mariposa,997,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Mariposa\Mariposa_waterbodies.shp
Marlboro,0,0.01,
Marquette,0,0.01,
Marquette,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.01,
Marshall,0,0.02,
Martin,0,0.01,
Martin,0,0.01,
Martin,0,0.01,
Martin,0,0.01,
Martin,0,0.01,
Martin,0,0.01,
Martinsville,0,0.01,
Mason,0,0.01,
Mason,0,0.01,
Mason,0,0.01,
Mason,0,0.01,
Mason,0,0.01,
Mason,0,0.01,
Massac,0,0.01,
Matagorda,0,0.01,
Matanuska-Susitna,0,0.01,
Mathews,0,0.01,
Maui,0,0.01,
Maunabo,0,0.01,
Maury,0,0.01,
Maverick,0,0.01,
Mayagez,0,0.01,
Mayes,0,0.01,
McClain,0,0.01,
McCone,0,0.01,
McCook,0,0.01,
McCormick,0,0.01,
McCracken,0,0.01,
McCreary,0,0.01,
McCulloch,0,0.01,
McCurtain,0,0.01,
McDonald,0,0.01,
McDonough,0,0.01,
McDowell,0,0.01,
McDowell,0,0.01,
McDuffie,0,0.01,
McHenry,0,0.01,
McHenry,0,0.01,
McIntosh,0,0.01,
McIntosh,0,0.01,
McIntosh,0,0.01,
McKean,0,0.01,
McKenzie,0,0.01,
McKinley,0,0.01,
McLean,0,0.01,
McLean,0,0.01,
McLean,0,0.01,
McLennan,0,0.01,
McLeod,0,0.01,
McMinn,0,0.01,
McMullen,0,0.01,
McNairy,0,0.01,
McPherson,0,0.01,
McPherson,0,0.01,
McPherson,0,0.01,
Meade,0,0.01,
Meade,0,0.01,
Meade,0,0.01,
Meagher,0,0.01,
Mecklenburg,0,0.01,
Mecklenburg,0,0.01,
Mecosta,0,0.01,
Medina,0,0.01,
Medina,0,0.01,
Meeker,0,0.01,
Meigs,0,0.01,
Meigs,0,0.01,
Mellette,0,0.01,
Menard,0,0.01,
Menard,0,0.01,
Mendocino,2823,0.10,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Mendocino\Mendocino_waterbodies.shp
Menifee,0,0.01,
Menominee,0,0.01,
Menominee,0,0.02,
Merced,3160,0.12,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Merced\Merced_waterbodies.shp
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Mercer,0,0.01,
Meriwether,0,0.01,
Merrick,0,0.01,
Merrimack,0,0.01,
Mesa,0,0.01,
Metcalfe,0,0.01,
Miami,0,0.01,
Miami,0,0.01,
Miami,0,0.01,
Miami-Dade,0,0.01,
Middlesex,0,0.01,
Middlesex,0,0.01,
Middlesex,0,0.01,
Middlesex,0,0.01,
Midland,0,0.01,
Midland,0,0.01,
Mifflin,0,0.01,
Milam,0,0.01,
Millard,0,0.01,
Mille Lacs,0,0.01,
Miller,0,0.01,
Miller,0,0.01,
Miller,0,0.01,
Mills,0,0.01,
Mills,0,0.01,
Milwaukee,0,0.01,
Miner,0,0.01,
Mineral,0,0.01,
Mineral,0,0.01,
Mineral,0,0.01,
Mineral,0,0.01,
Mingo,0,0.01,
Minidoka,0,0.01,
Minnehaha,0,0.01,
Missaukee,0,0.01,
Mississippi,0,0.01,
Mississippi,0,0.01,
Missoula,0,0.01,
Mitchell,0,0.01,
Mitchell,0,0.01,
Mitchell,0,0.01,
Mitchell,0,0.01,
Mitchell,0,0.01,
Mobile,0,0.01,
Moca,0,0.01,
Modoc,3386,0.10,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Modoc\Modoc_waterbodies.shp
Moffat,0,0.01,
Mohave,7,0.02,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Mohave\Mohave_waterbodies.shp
Moniteau,0,0.01,
Monmouth,0,0.01,
Mono,1306,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Mono\Mono_waterbodies.shp
Monona,0,0.01,
Monongalia,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Monroe,0,0.01,
Montague,0,0.01,
Montcalm,0,0.01,
Monterey,1820,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Monterey\Monterey_waterbodies.shp
Montezuma,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montgomery,0,0.01,
Montmorency,0,0.01,
Montour,0,0.01,
Montrose,0,0.01,
Moody,0,0.01,
Moore,0,0.01,
Moore,0,0.01,
Moore,0,0.01,
Mora,0,0.01,
Morehouse,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morgan,0,0.01,
Morovis,0,0.01,
Morrill,0,0.01,
Morris,0,0.01,
Morris,0,0.01,
Morris,0,0.01,
Morrison,0,0.01,
Morrow,0,0.01,
Morrow,0,0.01,
Morton,0,0.01,
Morton,0,0.01,
Motley,0,0.01,
Moultrie,0,0.01,
Mountrail,0,0.01,
Mower,0,0.02,
Muhlenberg,0,0.01,
Multnomah,0,0.01,
Murray,0,0.01,
Murray,0,0.01,
Murray,0,0.01,
Muscatine,0,0.01,
Muscogee,0,0.02,
Muskegon,0,0.01,
Muskingum,0,0.01,
Muskogee,0,0.01,
Musselshell,0,0.01,
Nacogdoches,0,0.01,
Naguabo,0,0.01,
Nance,0,0.01,
Nantucket,0,0.01,
Napa,1656,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Napa\Napa_waterbodies.shp
Naranjito,0,0.01,
Nash,0,0.01,
Nassau,0,0.01,
Nassau,0,0.01,
Natchitoches,0,0.01,
Natrona,0,0.01,
Navajo,0,0.01,
Navarro,0,0.01,
Nelson,0,0.01,
Nelson,0,0.01,
Nelson,0,0.01,
Nemaha,0,0.01,
Nemaha,0,0.01,
Neosho,0,0.01,
Neshoba,0,0.01,
Ness,0,0.01,
Nevada,0,0.01,
Nevada,2820,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Nevada\Nevada_waterbodies.shp
New Castle,0,0.01,
New Hanover,0,0.01,
New Haven,0,0.01,
New Kent,0,0.01,
New London,0,0.01,
New Madrid,0,0.01,
New York,0,0.01,
Newaygo,0,0.01,
Newberry,0,0.01,
